400000,4,ระบบบริหารการจัดทำฮาลาล,0,0,0
410000,4.1,ข้อกำหนดด้านเอกสาร,400000,400000,0
410001,4.1,คู่มือคุณภาพ (QM) ครอบคลุมการผลิตอาหารฮาลาล,400000,400000,0
420000,4.2,การควบคุมเอกสาร,400000,400000,0
420001,4.2,มีคู่มือการปฏิบัติงานครอบคลุมการผลิตอาหารฮาลาล,400000,400000,0
430000,4.3,การควบคุุมบันทึก,400000,400000,0
430001,4.3,มีการควบคุมเอกสารและบันทึกการปฏิบัติในการผลิตอาหารฮาลาล,400000,400000,0
440000,4.4,นโยบาย และวัตถุประสงค์ขององค์กร,400000,400000,0
440001,4.4,มีนโยบายในการผลิตอาหารฮาลาลเป็นลายลักษณ์อักษร/ประกาศรับทราบทั่วกัน,400000,400000,0
450000,4.5,ตัวแทนผู้บริหารเพื่อรับผิดชอบการผลิตอาหารฮาลาล,400000,400000,0
450001,4.5,ตัวแทนฝ่ายบริหารด้านฮาลาล (HMR),400000,400000,0
451000,4.5.1,มีการแต่งตั้ง HMR  ที่เหมาะสม,450001,400000,0
452000,4.5.2,มีการทบทวนผู้บริหารครอบคลุมการผลิตอาหารฮาลาล,450001,400000,0
460000,4.6,การสื่อสารภายใน,400000,400000,0
460001,4.6,มีระบบการสื่อสารเกี่ยวกับการผลิตอาหารฮาลาลในองค์กร  เช่น การประชุม ประกาศ  การทบทวนฝ่ายบริหาร,400000,400000,0
500000,5,การบริหารทรัพยากร,0,0,0
510000,5.1,การจัดสรรทรัพยากร,500000,500000,0
510001,5.1,มีการจัดสรรทรัพยากรในการผลิตอาหาร       ฮาลาลอย่างเหมาะสม และเพียงพอ,500000,500000,0
520000,5.2,ทรัพยากรมนุษย์,500000,500000,0
520001,5.2,ทรัพยากรบุคคล,500000,500000,0
521000,5.2.1,ความสามารถ ความตระหนัก และการฝึกอบรม,520000,500000,0
521001,5.2.1,ทีมงาน HAL-Q ที่มีคุณสมบัติเหมาะสม,520001,500000,0
522000,5.2.2,เจ้าหน้าที่ HAL-Q และเจ้าหน้่าที่เชือด,520000,500000,0
522001,5.2.2,บุคลากรขององค์กรมีความสามารถ /ความตระหนัก / การฝึกอบรมในการผลิตอาหารฮาลาล,520001,500000,0
523000,5.2.3,สุขลักษณะส่วนบุคคล,520001,500000,0
523100,5.2.3.1,มีเอกสารและบันทึกการควบคุมดูแลสุขลักษณะส่วนบุคคลที่มีประสิทธิภาพ,523000,500000,0
523200,5.2.3.2,มีการประเมินประสิทธิภาพการควบคุมสุขลักษณะส่วนบุคคล,523000,500000,0
523300,5.2.3.3,มีแนวทางการประเมินและจัดการกับสุขภาพพนักงานที่เหมาะสม,523000,500000,0
523400,5.2.3.4,มีการควบคุมสุขลักษณะส่วนบุคคลและสุขภาพของผู้เยี่ยมชมการผลิตอาหาร     ฮาลาลที่เหมาะสม,523000,500000,0
530000,5.3,โครงสร้างพื้นฐาน,500000,500000,0
531100,5.3.1. A,บริเวณภายนอกอาคารผลิตไม่มีความเสี่ยงต่อการปนเปื้อนนญิส/หะรอม,530000,500000,0
531200,5.3.1. B,บริเวณภายในอาคารผลิตไม่มีความเสี่ยงต่อการปนเปื้อนนญิส/หะรอม,530000,500000,0
531300,5.3.1. C,สถานที่ผลิตมีการป้องกันการปนเปื้อนนญิส/หะรอมอย่างเหมาะสม,530000,500000,0
531310,5.3.1. C1,สถานที่จัดเก็บวัตถุดิบ/ส่วนผสม,531300,500000,0
531320,5.3.1. C2,สถานที่ผลิต,531300,500000,0
531330,5.3.1. C3,สถานที่จัดเก็บอาหารปรุงสุก/อาหารทางสายให้อาหาร,530000,500000,0
532100,5.3.2. A,คุณภาพน้ำ/น้ำแข็งที่สัมผัสหรือปรุงอาหารเหมาะสมกับการผลิตอาหารฮาลาล,530000,500000,0
532200,5.3.2. B,มีสิ่งอำนวยความสะดวกที่เหมาะสมกับการผลิตอาหารฮาลาล,530000,500000,0
